image_name|comment_number|comment|Translated Comment
4597269859.jpg|0|Three women are inside a bar are all holding drinks in their hands .|Гурван эмэгтэй нь баар дотор байгаа нь бүгд гартаа ундаа барьдаг.
4597303045.jpg|0|An Asian man in a t-shirt and sandals is smoking a pipe while sitting on a rock in front of a body of water .|Футболк, шаахайн эр хүн усны урд хэсэгт чулуун дээр сууж байхдаа тамхи татдаг.
459778335.jpg|0|An adult man is throwing a child into the air at a beach while another child watches .|Насанд хүрэгчдийн хүн хүүхдээ агаарт шидэх бөгөөд өөр хүүхдийн цаг үед далайн эрэг рүү явж байна.
459804826.jpg|0|Young child with an orange buzz light year shirt on with play medical equipment checks on his patients foot .|Хүүхдийн анагаах ухааны хэрэгслийн тусламжтайгаар улбар шар өнгийн жүржийн гэрлийн гэрлийн цамц нь өвчтөний хөл дээрээ шалгадаг.
4598104098.jpg|0|Two moped enthusiasts , one of which is wearing a purse , have a conversation on the curb .|Хоёр шүүртэй сонирхогч, түрийвч өмсөж байгаа нэг нь түрийвч өмсдөг, муруй дээр яриа өрнүүлдэг.
459814265.jpg|0|A shaggy dog plays in a field of grass and yellow flowers .|Шагги нохой нь өвс, шар цэцгийн талбайд тоглодог.
4599613408.jpg|0|People can be seen walking down a quaint city street , past colorful buildings and cafe customers sitting under parasols , with no cars in sight .|Хүмүүс Хотын гудамж, өнгөрсөн өнгөлөг барилга, кафол болон кафе үйлчлүүлэгчдэд суудаг, Кафе үйлчлүүлэгчдэд суудаг.
4599682931.jpg|0|A young girl celebrating her team after winning world series in the world finals held in texas .|Дэлхийн финалд Дэлхийн финалд багтсны дараа багийнхаа цувралд тэмдэглэсэн залуу охин.
459996676.jpg|0|A woman and two children watch through the window as workers put tree branches into a wood chipper .|Эмэгтэй, хоёр хүүхэд, хоёр хүүхэд цонхны мөчрийг модонд оруулдаг.
460007281.jpg|0|An athlete who 's glasses are falling off his face is lying down in a sandpit .|Нүдний шил нь нүүрэн дээр нь унаж байгаа тамирчин нь сэндвинг дээр хэвтэж байна.
460054792.jpg|0|A child is kicking a multicolored soccer ball next to a silver car with scratches on the side .|Хүүхэд хажуу тийшээ мөлжлөг бүхий мөнгөн эдлэлийн хажууд олон өнгийн хөл бөмбөгийн бөмбөг өшиглөж байна.
4600629110.jpg|0|A group of men and women dressed in white perform in the middle of a road for the spectators in the background .|Цагаан өнгөтэй, эмэгтэй хүмүүсийн дундуур өмссөн эрчүүд, эмэгтэй хүмүүсийн дундуур өмсдөг.
4600972102.jpg|0|A young European man with a glass of beer talking to an older man eating a large bag of Lays potato chips .|Залуу Европын шар айраг бүхий нэг шилтэй шар айраг бүхий том уут идэж буй том уут төмс чипс иддэг.
4600994701.jpg|0|A brown-haired child is posing for a picture in the middle of a Sunflower field .|Хүрэн үстэй хүүхэд наранцэцгийн талбайн голд зураг зурах зураг авахаар зураг авах явдал юм.
4601533921.jpg|0|Two men standing in front of an elephant that has this trunk curled up in the air , with a jungle in the background .|Энэ их биений урд хоёр эр агаарт гарч, арын ширэнгэн ойтой ширэнгэн ойд гарч ирэв.
4601570028.jpg|0|A graying man with glasses is standing in back of a barber 's chair in a seemingly empty barber shop .|Нүдний шилтэй саарал хүн бол үсчин хоосон үсчин дэлгүүрт байдаг.
4601634498.jpg|0|An old man wearing glasses sitting at a table by himself looking to his left .|Хөгшин хүн шилнийхээ нүдэнд шилжсэн нүдний шил зүүж байв.
460188299.jpg|0|A man in a blue shirt is throwing a dart while a soccer game is being aired on a large screen behind him .|Цэнхэр цамц өмссөн хүн бол хөлбөмбөгийн тоглолтын дараа нугас шидэж байна.
4601900180.jpg|0|A man and a young girl and boy are suspended in air during a synchronized jump .|Эрэгтэй, залуу охин, хөвгүүн синхрончлогдсон үсрэлт хийх үеэр агаарт түр зогсоов.
460195312.jpg|0|A young man in a maroon shirt gestures at an unidentified sports event ( possibly tennis ) .|Тэмдэглэлтэй спортын үйл явдлын үеэр Maroon цамцны дохио зангаанд залуу цамц (магадгүй теннис).
460195978.jpg|0|a gray in a gray sweashirt running along side of a small dog|Жижиг нохойны хажуугаар гүйж буй саарал цамц дахь саарал
4602508987.jpg|0|Two ladies in sunglasses sit and rest on a black marble decoration in the city .|Нарны шилэнд хоёр бүсгүй сууж, хотын хар гантиг чимэглэл дээр суугаад.
4602993681.jpg|0|A girl in a yellow dress stands in front of orange pots as a crowd of people stands in the background .|Шар өнгийн хувцас өмссөн охин улбар шар савны урд зогсож байсан олон хүн ард түмний ард зогсож байна.
4603095253.jpg|0|A woman in a black tank top holding her purse on one shoulder is looking at something in the distance while wind glows her light brown hair across her face .|Нэг мөрөн дээр түрийвчиний түрийвч дээр түрийвчинийхөө түрийвчээ алс холын зайд алсын зайд ямар нэг зүйл харж байхад салхинд хийсч байгаа нь түүний царайг нүүрэн дээр нь гэрэлтүүлдэг.
4603097016.jpg|0|A woman wearing red sunglasses sitting on a bench with her dog .|Нохойтойгоо сандал дээр сууж буй улаан нарны шил зүүсэн улаан нарны шил зүүсэн.
4603099689.jpg|0|Two women standing around , one in a yellow shirt and another in an orange shirt with words on the back of the shirt .|Хоёр эмэгтэй тойрон зогсож, нөгөө нь шар цамц, нөгөө нь цамцны арын хэсэгт үг хэлэв.
4603099757.jpg|0|A woman in a yellow shirt carrying a black handbag over her right shoulder .|Баруун мөрөн дээр хар цүнхтэй шар цамц өмссөн эмэгтэй.
4603100449.jpg|0|Two young women walking , one tall , blond , model-like is in a zebra stripe outfit , the other shorter Asian in a white chemise .|Хоёр залуу эмэгтэй алхаж, нэг өндөр, шаргал, Бямба гараг, загвар өмсөгч нь цагаан химийн, нөгөө нь
4603102259.jpg|0|Two women , one in a green shirt and one in a brown shirt , walking down the street with water bottles .|Хоёр эмэгтэй, нэг нь ногоон цамц, нэг нь хүрэн цамцтай, нэг нь хүрэн цамцтай, гудамжаар алхаж байна.
4603247500.jpg|0|A man in a white shirt is standing in a T-shirt booth .|Цагаан цамцанд байгаа хүн футболкны лангуун дээр зогсож байна.
460326010.jpg|0|A young boy chasing a dove after it had tried to steal food that had been the boy 's lunch .|Хөвгүүн өдрийн хоол идсэний дараа тагтаа хөөж байсан залуу хүүг хөөж байв.
4603350261.jpg|0|A lone woman in red shirt staring upwards with a man wearing glasses looking towards her , in the distance .|Улаан цамц өмссөн эмэгтэй, холын зайнд харцаар харцаар харцаар харав.
4603494357.jpg|0|The young Asian woman is using an umbrella , and is in front of a brightly colored patch of flowers in the back .|Залуу Ази эмэгтэй шүхэр ашиглаж байгаа бөгөөд ар талдаа тод өнгийн цэнхэр өнгийн нөхөөсний урд байрладаг.
460350019.jpg|0|A woman plays tug-of-war with her black dog in a brown landscape surrounded by trees .|Эмэгтэй хүн хар нохойтойгоо хамт хар нохойтойгоо уулзах хүртлээ хар хүрэн ландшафтаар тоглодог.
4603546829.jpg|0|A woman is walking arm-in-arm with an elderly woman through a crosswalk in New York City .|Эмэгтэй хүн Нью-Йорк хотод явган хүний зам дагуу гаралтай эмэгтэй хүн гараар алхаж байна.
4603555535.jpg|0|A woman wearing a blue plaid shirt and sunglasses has her mouth open and is walking down the sidewalk beside a white building .|Цэнхэр Plaid цамц өмсөж, нарны шил зүүсэн эмэгтэй амаа онгойлгож, явган хүний зам дээр явган хүний зам дээр алхаж байна.
4603568271.jpg|0|A woman wearing a white hat , black shirt , and blue pants walks by a elaborately decorated building .|Цагаан малгай, хар цамц, хар өмд өмссөн эмэгтэй.
4603628963.jpg|0|Three men playing soccer , their uniforms indicating that one of them is from one team and the other two from the other , are all after the ball .|Гурван хүн хөл бөмбөг тоглож, тэдний нэг нь нэг баг, нөгөө нь нөгөө хоёроос нөгөө нь нөгөө хоёроос хойш нь бөмбөгний дараа юм.
4603713542.jpg|0|A woman in a pink tank top walking with another woman dressed in a gray tank top with a plaid scarf .|Ягаан танкийн дээд, өөр эмэгтэйн топ-той, саарал савны дээд хэсэгт саарал саванд өмссөн,
4603716254.jpg|0|A man with a white rag over the lower portion of his face , wearing a black shirt , that looks to be bleeding , or have blood on the rag .|Нүүрнийхээ доод хэсэгт цагаан өөдөс, хар цамц өмссөн, хар цамц өмссөн хүн, цус алдалт, эсвэл өөдөс дээр цустай байдаг.
4603790455.jpg|0|A woman with blond-hair and carrying a camera is walking with a young man with short , dark hair .|Шаргал үстэй эмэгтэй, камер авч явдаг эмэгтэй богино, хар үстэй залуу хүнтэй хамт алхаж байна.
4604078858.jpg|0|A tree service employee is wearing safety equipment while up in a lift to trim some branches .|Модны үйлчилгээний ажилтан нь аюулгүй байдлын хэрэгсэлд зарим салбарыг тайрахын тулд аюулгүйн тоног төхөөрөмж өмсдөг.
4604103482.jpg|0|A shirtless man wearing long pants is doing a skateboard trick in a metropolitan area where a man and woman are walking away from the camera .|Урт өмд өмсөөгүй цамцгүй эр хүн, эмэгтэй, эмэгтэй хүн камераас хол байгаа метополитын трик хийж байна.
4604105970.jpg|0|A girl with her hair pulled back is wearing sunglasses .|Үстэй хамт үсээ татдаг охин нарны шил зүүж байна.
4604111022.jpg|0|An elderly man in a white and gray striped shirt eating food .|Цагаан, саарал өнгийн судалтай цамц хоол идэж хоол иддэг.
4604145026.jpg|0|A white woman wearing headphones and a blue and white striped scarf walks down the street with two black people walking behind her .|Чихэвч өмссөн цагаан эмэгтэй, цэнхэр, цэнхэр өнгийн судалтай ороолт нь гудамжаар алхаж байв.
4604151896.jpg|0|A man in a yellow and blue jacket talking to a lady in a brown and white striped shirt .|Шар, цэнхэр хүрэмтэй хүн хүрэн, цагаан өнгийн судалтай цамцтай эмэгтэйтэй ярилцаж байна.
4604156574.jpg|0|An elderly woman grabs the arm of another woman while making her way across a crosswalk in a busy city .|Хуучин эмэгтэй завгүй хотоор явган хүний замд гарахдаа өөр эмэгтэй хүний гарыг шүүрч авав.
4604364861.jpg|0|The police officer riding a horse is talking to a man riding a bike .|Морьтой морь морь унаж буй хүн дугуй унаж байгаа хүнтэй ярилцаж байна.
4604403226.jpg|0|A young woman , dressed in a blue tank top and jeans , wearing sunglasses looking to her left .|Цэнхэр танк, жинсэн өмд өмссөн залуу эмэгтэй, жинсэн өмд өмсөж, нарны шил зүүж байв.
4604410267.jpg|0|A woman with a white jacket , leggings and blue boots walks down the street while talking on her cellphone .|Цагаан хүрэм, leggings болон цэнхэр гутал нь гар утсан дээрээ ярьж байхдаа гудамжинд алхдаг.
4604563597.jpg|0|Young people sit in plastic chairs arranged around a set of stairs in a covered concrete area , wearing swim clothes , resting , and waiting .|Залуучууд хуванцар сандал дээр байрлуулсан хуванцар сандал дээр байрлуулсан, усанд сэлэх хувцас өмсөж, амарч, хүлээж байна.
460478198.jpg|0|Two dogs , a spaniel and a husky , chase each other across the sand by a body of water .|Хоёр нохой, Спаниэль, Хусог, Хуски, Хуски, бие биенийхээ биеийг бие махбодийн биеээр нь хөөх.
4604848309.jpg|0|The man in the jacket and tie is being interviewed in a warehouse retail store by the man in blue jeans .|Хүрэм, зангиа, зангиа нь цэнхэр жинсэн өмдтэй эрэгтэй хүний агуулахын дэлгүүрт ярилцлага хийж байна.
4604969760.jpg|0|A young girl in a pink jacket walks with two sisters in matching outfits in public .|Ягаан хүрэмтэй залуу охин олон нийтэд тохирох хувцастай хоёр эгчтэйгээ алхаж байна.
4604977910.jpg|0|A woman in a dark shirt stands facing , but looking away from the large aquarium window she is leaning against , while a seal swims on the other side of the glass .|Харанхуй цамцтай эмэгтэй хүн нүүр тулдаг, гэхдээ түүний эсрэг том аквариум цонхыг шилжсэн тул би шилний нөгөө талд сэлж байхдаа
4604980786.jpg|0|A pink and white umbrella conceals the torso and head of a girl standing near a shop window .|Зуурмаг ба цагаан шүхэр нь дэлгүүрийн цонхны дэргэд зогсож буй охины ихээхэн нуудаг.
4605314351.jpg|0|A woman in a brown jacket passes by a column with an advertisement pasted on it , featuring red lettering and a person 's face .|Хүрэн хүрэмтэй эмэгтэй, улаан захидал, хүний нүүрэн дээр гарч ирэв.
4605435037.jpg|0|A man with dreadlocks wearing a blue shirt poses with his arm around a drag queen who has post-it notes in her hair .|Цэнхэр цамц өмссөн хүн цэнхэр цамц өмссөн хүн гараараа бичсэн шүү дээ.
4605436317.jpg|0|A man and a woman wearing potato sacks with flowers run crazy down a hill .|Цэцэгтэй төмсний шуудай өмссөн эрэгтэй, эмэгтэй хүн толгод дээр галзуурдаг.
4605605328.jpg|0|Women in a black dress riding a scooter down the street .|Гудамжинд скутер морь унаж буй хар даашинзтай эмэгтэйчүүд.
4605779731.jpg|0|A toddler examines a small sailboat that has been filled with sand to make a sandbox .|Хүүхдүүд нь элс хайрцаг хийхэд элсээр дүүрсэн жижиг далбаат завийг шалгаж байна.
4606346038.jpg|0|Two teenagers , one male and one female , wearing sport uniforms running after a ball .|Хоёр өсвөр насныхан, нэг эрэгтэй, нэг эмэгтэй, нэг эмэгтэй, бөмбөгний дараа спортын дүрэмт хувцас өмсдөг.
4606399898.jpg|0|An older man sitting on a bench , on the sidewalk , reading a book .|Ахмад настнууд сандал дээр сууж, явган хүний зам дээр сууж, ном уншиж байна.
4606522320.jpg|0|Several men are wearing red caps , one stands apart from the others and looks towards the camera .|Хэд хэдэн эрчүүд улаан таг өмсөж, нэг нь бусдаас өөр хоорондоо зогсож, камер руу чиглүүлдэг.
4606525245.jpg|0|Young man in glasses , black bookbag , gray hoodie shirt and black pants , walking behind a female with a brown leather purse , floral skirt , leather boots , smiling broadly .|Нүдний шил, хар номын цүнх, саарал Hoodie цамц, хар өмд, хар арьст өмд, арьсан банзал, арьсан дээр алхаж, арьсан гутал
4606714393.jpg|0|Two groups of people crossing a street with no traffic , with multicolored multistory apartment buildings and a religious building in the background .|Гудамжинд замын хөдөлгөөнгүй, олон тооны олон тооны хүмүүс замын хөдөлгөөнгүй, олон тооны олон тооны орон сууцны барилга, арын хэсэгт шашны барилгад оролцдог.
4606967207.jpg|0|A person in a long-sleeved striped top stands near a cat in front of a glass-doored beverage cooler in a store .|Урт ханцуйтай судалтай хүн бол дэлгүүрт шилэн хаалганы хөргөлтийн урд талд муурны ойролцоо байгаа хүн.
4607088777.jpg|0|A small crowd of about five people stand on a sidewalk while a bus drives past .|Автобусаар явж байхдаа явган хүний зам дээр таван хүн явган хүний зам дээр зогсож байв.
4607216899.jpg|0|Three people are walking on a street and a motorcycle is parked along the sidewalk .|Гурван хүн гудамжаар алхаж байна, мотоцикль явган хүний зам дагуу зогсож байна.
4607217117.jpg|0|Two men stand on a balcony in front of an open window while shielding their eyes and pointing at the sky .|Хоёр эр Нээлттэй цонхны урд зогсож байхдаа тагтаа зогсож, тэнгэр рүү чиглүүлж, тэнгэр рүү чиглүүлж байв.
4607507068.jpg|0|A Latino woman is standing outside raising her arm with a band playing in the background .|Латин эмэгтэй арын хэсэгт тоглож буй хамтлаг дээр гараа дээш өргөв.
4607606901.jpg|0|A young Asian girl petting an animal of some sort and the animal is laying down enjoying it .|Залуу ази охин зарим нэг төрлийн амьтдыг тэжээж, амьтныг зугаацаж байна.
460781612.jpg|0|A black and white dog is midjump and has a Frisbee in his mouth .|Хар ба Цагаан нохой бол дундуур бөгөөд түүний аманд Фрисбитай байдаг.
4608202893.jpg|0|A businessman sits with his papers on his knee by a statue of a businessman with an open briefcase .|Бизнесмэн, Нээлттэй цүнхтэй бизнесмэн дээр түүний өвдөг дээрээ өвдөг дээрээ сууж байв.
4608463080.jpg|0|A nice brick and stone building outside with a woman seen walking a baby carriage .|Нялх тэрэг алхаж байгааг хардаг эмэгтэйтэй хамт гадаа тоосго, чулуун барилга.
4608645089.jpg|0|A man with his head covered by a scarf looks opposite of the camera at other pedestrians walking by , while talking on cellphones .|Толгойгоороо хучигдсан нэгэн хүн гар ороонго, гар утсаар ярьж байхдаа явган зорчигчоор алхаж байгаа.
460869455.jpg|0|A group of children and what appears to be their parents are gathered outside of a Papa Johns restaurant .|Бүлэг бүлэг хүүхдүүд, эцэг эх нь юу болохыг олж мэдэв.
4608727143.jpg|0|A woman in a raincoat leans against an enclosure for a subway stairs in New York City|Борооны цув өмссөн эмэгтэй Нью-Йоркийн хотод метроны шатанд бэхэлсэн
4608742964.jpg|0|Two gentlemen in top hats and a well-dressed lady in a straw hat ride in a green and red carriage pulled by four white horses .|Ногоон малгай, сайхан хувцасласан эмэгтэй, сайхан хувцасласан эмэгтэй ногоон, улаан, улаан тэрэгээр татав.
4609020271.jpg|0|A man in a long black coat with a walking stick is walking next to a bus where the passenger is resting his head on his hand .|Зорчигчтой урт хар өнгийн цув өмссөн хүн зорчигч түүний толгой дээр толгойгоо амарч байгаа автобусны хажууд алхаж байна.
4609086520.jpg|0|Three people playing foosball near a partially drank beer .|Хэсэгчилсэн шар айрагны ойролцоо фосбол тоглож байсан гурван хүн.
4609093656.jpg|0|A man in a blue striped shirt has a black backpack on with another man in a green shirt .|Цэнхэр судалтай цамцтай эр ногоон цамцтай өөр хүнтэй хамт хар үүргэвчиндээ хардаг.
460921330.jpg|0|A girl in a black shirt is jumping in a sandy area , and a man in a black shirt is bending over in the background .|Хар цамцтай охин нь элсэрхэг газарт үсэрхэг, хар цамцан дээр үсэрч байна.
4609256878.jpg|0|A blond girl wearing flannel and a brunette wearing a red shirt , both in jeans , are sitting in a tree with a crowd in the background .|Фланелл өмссөн шаргал үстэй, улаан цамц өмссөн шар өнгийн цамц өмссөн, улаан цамц өмссөн, жинсэн өмд өмсдөг, жинсэн өмд өмсдөг.
4609328082.jpg|0|A worker with a white hard-hat is at the bottom landing of an exterior fire escape and is struggling to work with the edge of a large yellow sign .|Цагаан хатуу малгайтай ажилчин нь гаднах галын ёроолд байдаг бөгөөд том шар өнгийн тэмдгийн ирмэгээр ажиллахаар тэмцэж байна.
4609342954.jpg|0|A white man in a blue shirt and black jacket standing outdoors .|Цэнхэр цамц, хар хүрэмтэй цагаан хүн гадаа зогсож байв.
4609351402.jpg|0|A woman with short , wavy hair and a black coat is standing outside a fancy door with scrolling next to an elevator .|Богино, долгионтой эмэгтэй, хар цув, лифтний хажууд гүйлгэхтэй тоглоомын гадна зогсож байна.
460935487.jpg|0|A black and white dog is running up a path towards some potted plants .|Хар ба Цагаан нохой нь хэдэн поттед ургамал ургадаг.
4609441559.jpg|0|A female athlete in a purple sleeveless athletic bodysuit is jumping in the air from a track onto dirt while spectators watch her to her right .|Нил ягаан өнгийн ханцуйгүй спортын биед эмэгтэй тамирчин нь түүн рүү чигээрээ шороон дээр үсэрч, тестаторууд түүнийг баруун тийш нь хараарай.
460973814.jpg|0|Three people gather around the table and have their picture taken .|Гурван хүн ширээн дээр цугларч, зургийг нь авсан.
4609788189.jpg|0|A teenage boy gets a lot of air on his bike at a bike course .|Өсвөр насны хүү нь дугуйн чиглэлээр дугуйгаараа дугуйгаараа маш их агаар авдаг.
4609789441.jpg|0|A young boy with a black shirt and jeans riding a bike on a large bike ramp .|Том дугуй, жинсэн өмд, жинсэн өмд бүхий том цамцтай, том дугуйн налуу дээр дугуй унаж байна.
4609961499.jpg|0|A boy rides a bicycle down the street wearing a large yellow lemon-shaped sign while a multitude of people wait in line on the sidewalk .|Хөвгүүн нь гудамжаар дугуйгаар унадаг дугуйгаар унадаг дугуйгаар унадаг дугуйгаар унадаг дугуйгаар унаж, явган хүний зам дээр явдаг.
4610000381.jpg|0|Two females wearing blue colored clothes are walking with their backs to us .|Цэнхэр өнгийн хувцас өмссөн хоёр эмэгтэй.
4610036299.jpg|0|Young girl wearing gray and pink sweater and leather boots shields her face from the camera .|Саарал, ягаан цамц өмссөн залуу охин, арьсан гутал, арьсан гутал нь түүний нүүрийг камераас хамгаалдаг.
461019788.jpg|0|Two people are hugging at the end of a stone jetty that looks out over the ocean .|Хоёр хүн далай дээгүүр харагдаж байгаа чулуун жийпний төгсгөлд тэврэв.
4610444848.jpg|0|A smiling bride sits in a swing with her smiling groom standing behind her posing for the male photographer while a boy holding a bottled drink and another boy wearing a green shirt observe .|Ширмийн сүйт бүсгүй нь түүний инээмсэглэсэн хүрхрээтэй хамт дүүжлүүрээр дүүжлэв.
461044512.jpg|0|A little girl in a pink Dora shirt with a pink hat on and a pink lei around her neck is cleaning some rocks with a toothbrush in a white plastic tub .|Ягаан өнгийн улаан малгайтай бяцхан охин, хүзүүтэй ягаан малгай өмссөн бяцхан охин нь цагаан өнгийн хуванцар ванны шүдний сойзоор цэвэрлэгээ хийдэг.
4610461009.jpg|0|Women wearing a silver wig big glasses carrying a basket with cigarette in hand .|Мөнгөн хиймэл үстэй эмэгтэйчүүд гараараа сагстай сагс өмсдөг.
4610507935.jpg|0|A female child and a woman looking at a painting on a wall .|Эмэгтэй хүүхэд, эмэгтэй ханан дээр зураг зурдаг эмэгтэй.
461085759.jpg|0|The bike is upside down on the ground and being looked at by a man in a blue shirt and another man in a red shirt .|Дугуй нь газар дээр доошоо чиглүүлж, цэнхэр цамцтай, өөр нэг эр хүнтэй эр хүн харж байна.
4610962283.jpg|0|A woman in a blue shirt playing the harp .|Хөмсөгтэй цэнхэр цамцтай эмэгтэй.
4610973875.jpg|0|A fair haired woman is wearing what appears to be a graduation gown with a flower on her lapel .|Шударга үстэй эмэгтэй нь түүний өвөр дээр цэцэглэж буй цэцэгсийн даашинз өмссөн зүйл юм.
4611068200.jpg|0|A woman wearing a silly silver wig and decorative glasses holds a basket of candy and a soccer ball|Тэнэг мөнгөн хиймэл үс, гоёл чимэглэлийн шил зүүсэн эмэгтэй нь сагс, хөл бөмбөгийн бөмбөгтэй байдаг
4611115315.jpg|0|Two guys are jumping over a hurdle with the one black a little ahead .|Хоёр залуу нь нэг хартай харьцуулахад бага зэрэг саад болж байна.
461118477.jpg|0|A young boy in blue and a young girl in pink play on bamboo stalks .|Хулгайлах цэнхэр, залуу, залуу охинтой залуу, залуу охин.
4611331470.jpg|0|Two men face each other in front of a small table , one of whom is wearing a hat while holding a chicken .|Хоёр эрчүүд жижиг ширээний өмнө бие биентэйгээ нүүр тулж, тахиа барьж байхдаа малгай өмссөн хүн.
4611354093.jpg|0|A woman in sunglasses and a short skirt stands on a street filled with smoke or fog .|Нарны шил, богино банзал нь утаа, манангаар дүүрсэн гудамжинд зогсож байдаг.
461139045.jpg|0|A young woman is standing in a darkly-lit room with two red lamps hanging overhead .|Залуу эмэгтэй нь бараан асар их асар их асар их өрөөнд зогсож байна.
461139063.jpg|0|A woman gets ready to hold a food party for her family and friends .|Эмэгтэй хүн гэр бүл, найз нөхөддөө зориулж хоолны үдэшлэг зохион байгуулахад бэлэн болжээ.
461139067.jpg|0|A man , wearing a bracelet , is extending his arm towards dynamic shaped , colorful wall lamps .|Бугуйвч өмсөж, бугуйвч өмсөж, гараа динамик хэлбэртэй, өнгөлөг хананы чийдэн рүү сунгаж байна.
461139075.jpg|0|An dark-haired woman in a blue and white jacket is lighting some electric candles in a room with beige walls .|Цэнхэр, цагаан хүрэмтэй хар үстэй эмэгтэй, шаргал ханан дээр өрөөнд зарим цахилгаан лаа асааж байна.
4611580339.jpg|0|People in uniforms are acting out a historical event using a canon in front of a large older building .|Дүрэмт хувцастай хүмүүс том хуучин барилгын урд канон ашиглан түүхэн үйл явдлыг гүйцэтгэдэг.
4611771929.jpg|0|Man in blue shirt plays foosball along side a woman in a white shirt .|Цэнхэр цамц өмссөн хүн Цэнхэр цамц өмссөн эмэгтэйг цагаан цамцтай эмэгтэйн дагуу фосбол тоглодог.
4611790729.jpg|0|A group of people standing on a city street in front of a red car , in which one woman with red-hair and black shirt with a red suitcase speaking to a portly man wearing a creme shirt and brown shorts .|Улаан машины урд, улаан, хар өнгийн чемодантай, улаан өнгийн чемодантай, улаан цамцтай, улаан цамцтай, улаан цамцтай, улаан цамцтай, улаан цамц өмссөн хүн, улаан цамц өмссөн.
4611964104.jpg|0|Pedestrian stroll along the paved walkway between bright yellow and red shops in the marketplace of city streets .|Хотын гудамжны зах зээл дээрх тод шар, улаан дэлгүүрийн хоорондох явган хүний зам дагуу явган зорчигч алхаж байв.
4612021294.jpg|0|A teenage girl wearing a plaid shirt is jumping for joy right outside an enclosed park area .|Плаш цамц өмссөн өсвөр насны охин нь хаалттай цэцэрлэгт хүрээлэнгийн гадна талд баяр баясгалангийнхаа баяр баясгалангийнхээ үсрэлт юм.
4612024952.jpg|0|The Oxford Circus Station has many visitors right beside the subway .|Оксфордын циркийн станцын станц нь метроны хажууд олон зочидтой байдаг.
4612060755.jpg|0|A guy wearing shorts and a white t-shirt is skateboarding down the road , while someone sits and watches him from the curb .|Богинохон хувцас өмссөн залуу, цагаан футболк нь зам дээр тэшүүрээр гулгах нь зам дээр сууж, түүнийг тойрон сууж, түүнийг тойрон харж байсан.
461207690.jpg|0|A construction worker is inside a tower with lots of pipes wearing a maroon sweater .|Барилгын ажилтан нь элсэн цамхаг дотор байдаг.
4612135887.jpg|0|Two children step across the top of stones that cut a path across the shallow river .|Хоёр хүүхэд гүехэн гол даяар замыг тайрсан чулууны дээд хэсэгт алхдаг.
4612142419.jpg|0|A short-haired man wearing blue jeans with a jacket wrapped around his waist is helping a small boy with a cap to cross a body of water on small stepping stones .|Богино жинсэн өмд өмссөн богино үстэй хүн.
4612143549.jpg|0|Several young people walk across the water on a series of stepping stones .|Хэд хэдэн залуучууд усан дээр хэдэн залуу алхаж явдаг.
4612281699.jpg|0|A young boy and a young girl are holding hands walking through water in the street .|Залуу хүү, залуу охин гудамжинд усан замаар алхаж алхаж байна.
4612284643.jpg|0|A woman wearing a green belly dancing outfit is standing on a step above a man and a woman seated .|Ногоон гэдэс бүдэг бүжгийн хувцас өмссөн эмэгтэй хүн эрэгтэй, эмэгтэй хүний дээр зогсож байна.
4612286887.jpg|0|A young woman wearing a long black skirt and a black halter top , fans herself while sitting next to a tree .|Урт хар банзал өмссөн залуу эмэгтэй, хар өнгийн дээд хувцас өмссөн залуу, модны хажууд сууж байхдаа өөрийгөө хуурч ав.
4612314410.jpg|0|A group of people stand around the Fulton St subway station in New York .|Нью-Йорк дахь Фултон СТ-ийн метроны станцыг тойрон зогсож байна.
4612587813.jpg|0|A man in a black jacket , burgundy shirt and blue jeans , walking past a newspaper vendor stand in a crowded subway station .|Хар хүрэм, Burgundy цамц, цэнхэр жинсэн өмд, цэнхэр жинсэн өмд, сонинын худалдаачин хөл хөдөлгөөн ихтэй метроны буудал дээр зогсож байв.
4612733800.jpg|0|A man in orange and yellow uniform sweeping debris and trash off of the street , while another man in the same uniform is standing next to a trashcan .|Улбар шар, шар өнгийн жигд, шарж хунар, гудамжнаас хог хаягдал, хогийн савнаас гарч, ижил дүрэмт хувцастай өөр нэг нь
4612743480.jpg|0|Two elderly people wearing blue shirts are sitting by a rock formation , socializing while they eat .|Цэнхэр цамц өмссөн хоёр хөгшин хүмүүс, идэж байхдаа нийгмийн формацаар сууж байна.
4612743950.jpg|0|Two older women are sitting on a bench in front of a stone building and enjoying box lunches .|Хоёр хөгшин эмэгтэй чулуун барилгын өмнө сандал дээр сууж, хайрцаг үдийн хоол идэж байна.
4612747178.jpg|0|Two people sitting under a tree along side the lake in the fall .|Намар нуурын хажуугаар нь модны дор сууж байв.
4612748550.jpg|0|A woman and two children walk along stones to cross a river while a dog swims .|Эмэгтэй, хоёр хүүхэд яг л нохойгоо сэлж байхдаа голын эрэг дагуу явдаг.
4612748992.jpg|0|Two children wearing sweater and pants are walking across the water on a stone path .|Хоёр хүүхэд өмсөж, өмд өмссөн хоёр хүүхэд чулуун зам дээр усаар алхаж байна.
4612764815.jpg|0|Two blond woman , one with sunglasses on her head , the other holding a hot pink cellphone .|Хоёр шаргал үстэй, нөгөө нь нарны шилтэй, нөгөө нь нарны шилтэй, нөгөө нь халуун ягаан гар утас барьдаг.
