image_name|comment_number|comment|corrected_comment
4330138788.jpg|0|A marching band is walking through the street and entertaining a crowd while playing their music by trashcans .|Марш хөгжмийн хамтлаг гудамжаар алхаж, хогийн савнуудын дэргэд хөгжим тоглож, олныг хөгжөөж байна.
433017870.jpg|0|A choir of about fifty teens , the men in black pants and white tuxedo jackets and the women in blue gowns and white gloves , performs in a church setting , led by a conductor .|Хар өмд, цагаан смокинг хүрэм өмссөн эрэгтэйчүүд, цэнхэр халаад, цагаан бээлий өмссөн эмэгтэйчүүд тавь орчим өсвөр насныхны найрал дууны хамтлаг удирдаачаар ахлуулсан сүмийн орчинд тоглож байна.
4330521713.jpg|0|A man wearing a red jacket looks at a paper while another man in a black jacket looks at the camera in a snow-covered field .|Улаан хүрэм өмссөн эрэгтэй цаас руу харж байхад, хар хүрэмтэй өөр хүн цасанд дарагдсан талбайд камер руу харж байна.
4330613254.jpg|0|Two smiling men , one wearing a red jacket and the other wearing a navy blue jacket , are standing in the snow preparing to ski .|Нэг нь улаан хүрэм, нөгөө нь хар хөх хүрэм өмссөн инээмсэглэсэн хоёр эрэгтэй цасан дээр цанаар гулгахаар бэлдэж байна.
4331177822.jpg|0|A male in a black and white bathing suit , looks like he 's hanging in midair , getting ready to jump into a backyard pool .|Хар цагаан усны хувцастай эрэгтэй арын усан сан руу үсрэхэд бэлдэж буй агаарт өлгөөтэй байгаа бололтой.
4331413547.jpg|0|Man and women both vaguely clothed , with their arms interlocked between each other .|Эрэгтэй, эмэгтэй хүмүүс аль аль нь бүдэг бадаг хувцастай , гараа хооронд нь холбосон .
4331822848.jpg|0|A woman in a white skirt and training bra dances over a pile of leaves as a crowd of spectators looks on .|Цагаан юбка, бэлтгэлийн хөхний даруулга өмссөн эмэгтэй олон тооны үзэгчдийг харж байхад овоолсон навчис дээр бүжиглэж байна.
4332049092.jpg|0|A bald man in black dress pants and a white button-down shirt is standing on a section of an orange construction vehicle .|Үлбар шар өнгийн барилгын машины хэсэг дээр хар өмд, цагаан товчтой цамц өмссөн халзан эр зогсож байна.
4332862183.jpg|0|A young boy in a red-bodied jacket with blue sleeves and gray pants runs with gray Crocs while his friends watch .|Цэнхэр ханцуйтай, саарал өмдтэй улаан биетэй хүрэм өмссөн залуу найз нөхөд нь харж байхад саарал Crocs-той гүйж байна.
4332986023.jpg|0|A injured man reads the newspaper as other people pass by .|Гэмтсэн хүн хажуугаар өнгөрөхөд сонин уншиж байна.
43331469.jpg|0|The baby seems fascinated with the pawn chess pieces on the chessboard .|Хүүхэд шатрын самбар дээрх ломбардны шатаруудыг сонирхож байгаа бололтой.
4333205743.jpg|0|A man in a wide brimmed hat carrying a basket walking down railroad tracks .|Өргөн саравчтай малгайтай эр төмөр замаар алхаж байна.
4333374998.jpg|0|A child with blond-hair looking out of a screen door .|Шаргал үстэй хүүхэд дэлгэцтэй хаалганы цаанаас харж байна.
4333569023.jpg|0|"A man in a red and white striped shirt and black jacket holds his hand up to a sign that says """" Playboy ."|"Улаан, цагаан судалтай цамц, хар хүрэм өмссөн эрэгтэй гараа """" Playboy"" гэсэн бичээсийн өмнө барьж байна."
4333627586.jpg|0|A man in light brown hat , gray coat and a blue vest with a scooter built with baskets full of oranges|Цайвар бор малгай, саарал пальто, жүрж дүүрэн сагстай дугуйтай хөх хантааз өмссөн эрэгтэй
433379122.jpg|0|A bright market in a far eastern country is displayed with a line of bikes while people walk by .|Алс дорнодын нэгэн гэрэлт захыг хүмүүс хажуугаар нь явж байхад унадаг дугуй эгнүүлэн харуулжээ.
4334332560.jpg|0|Children sitting at a table , in a shack that appears to be some kind of classroom , bored and staring off into the distance .|Хүүхдүүд ширээний ард , ямар нэгэн анги танхим бололтой саравчинд уйтгартай , алсыг ширтэн сууж байна .
4334569240.jpg|0|A little boy has fallen asleep in his food , which is sitting on a blue and yellow tablecloth .|Цэнхэр шар өнгийн ширээний бүтээлэг дээр сууж буй хоолондоо бяцхан хүү унтчихсан байна .
4334697926.jpg|0|A crowd of people is squeezing through the airport .|Нисэх онгоцны буудлаар бөөн хүмүүс шахагдаж байна.
433471134.jpg|0|A group of people , with a man and his two children in a building .|Бүлэг хүмүүс , нэг хүн хоёр хүүхдийн хамт барилга дотор .
4334767542.jpg|0|A tall man dressed in a long-sleeved shirt , pants , and tall boots is sweeping in a yard .|Урт ханцуйтай цамц , өмд , өндөр гутал өмссөн өндөр эр хашаанд шүүрдэж байна .
433477485.jpg|0|Two women are looking at a yellow table with craft material on it .|Хоёр эмэгтэй урлалын материалтай шар ширээг харж байна.
4334791701.jpg|0|One girl comforts another girl , both in short skirts and tank tops , standing next to a stone building .|Нэг охин чулуун байшингийн хажууд зогсон богино банзал , цамц өмссөн нөгөө охиныг тайвшруулж байна .
4334910609.jpg|0|An ambulance parked on the side of a road with its lights on .|Түргэн тусламжийн машин замын хажууд гэрэл асаалттай зогсож байв.
4334945607.jpg|0|Two girls in white and gold seductive costumes are standing with microphones next to an older man , playing the guitar .|Цагаан алтлаг сэтгэл татам хувцастай хоёр охин гитар тоглож, ахимаг насны эрийн хажууд микрофон бариад зогсож байна.
4335011105.jpg|0|A woman in a blue coat pulling a toddler , wearing red , on a sled through the snow .|Цэнхэр пальтотой эмэгтэй цасан дундуур чарган дээр хөлд орж, улаан хувцас өмссөн хүүхдийг чирж байна.
4335121319.jpg|0|A man standing wearing a brown jacket and he shoveling the snow away from the walking path|Хүрэн хүрэм өмсөж зогсч, алхах замаас цасыг хусаж буй эрэгтэй
4337016892.jpg|0|A little boy wearing a green and white shirt with orange pants is helping another little boy sweep leaves from a road while two adult onlookers stand nearby .|Улбар шар өнгийн өмдтэй ногоон, цагаан цамц өмссөн бяцхан хүү өөр бяцхан хүүд замаас навч шүүрдэж байхад тусалж байхад хоёр том хүн хажууд нь зогсож байна.
4337179105.jpg|0|A woman in the kitchen , holding a spoon with her left hand and upper rack of the dishwasher with her right hand .|Гал тогооны өрөөнд зүүн гараараа халбага, баруун гараараа аяга таваг угаагчийн дээд тавиур барьсан эмэгтэй.
4337180031.jpg|0|A kid in a red and black coat is laying on his back in the snow with his arm in the air and a red sled is next to him .|Улаан хар пальтотой жаал цасан дээр нуруугаараа хэвтээд гараа агаарт гарган, хажууд нь улаан чарга байна.
433720959.jpg|0|A middle-aged man in a collard shirt is raising his forearms next to his face .|Хүзүүвчтэй цамц өмссөн дунд эргэм насны эрэгтэй шуугаа нүүрнийхээ хажууд өргөж байна.
4337308572.jpg|0|A person is standing on a snowy mountain covered in snow while wearing ski gear and is holding one ski stick .|Хүн цаст ууланд цасан бүрхүүлтэй, цанын хэрэгсэл өмсөж, нэг цанын таяг бариад зогсож байна.
4337739734.jpg|0|A man in a black shirt and jeans and wearing glasses serving food to a kid wearing an orange shirt .|Хар цамц, жинсэн өмд өмссөн, нүдний шил зүүсэн эр улбар шар өнгийн цамц өмссөн хүүхдэд хоол өгч байна.
4337751447.jpg|0|a man wearing a coat and rain hat pushes a blue shopping cart loaded with his belongings across a street .|Пальто, борооны малгай өмссөн эрэгтэй эд зүйлсээ ачсан цэнхэр тэргийг гудамжны нөгөө талд түлхэж байна.
4337871573.jpg|0|"A man , wearing a white hate and sunglasses , is sitting in a white truck that says """" Coast Gas """" ."|"Цагаан үзэн ядалт, нарны шил зүүсэн эрэгтэй """" Coast Gas """" гэсэн бичигтэй цагаан ачааны машинд сууж байна."
4338039834.jpg|0|A picture of a person performing a stunt on skies wearing a yellow and dark blue suit .|Шар, хар хөх өнгийн костюм өмсөж, тэнгэрт трюк хийж буй хүний зураг .
433810429.jpg|0|Three people backpacking across a large snowy and rocky field .|Гурван хүн цастай, чулуурхаг том талбайд үүргэвчтэй явж байна.
4338147445.jpg|0|Three men in yellow jackets on a large boat gather around a wooden board while a disinterested seagull flies by .|Том завин дээрх шар хантаазтай гурван эрэгтэй модон самбарыг тойрон цугларч, хажуугаар нь сонирхолгүй цахлай нисч байна.
433855742.jpg|0|A person in a black coat playing Frisbee with a dog near a wooded area .|Хар пальтотой хүн ой модтой газрын ойролцоо нохойтой фрисби тоглож байна.
43389213.jpg|0|Eight adults are gathered around a table laden with food and drinks outside .|Найман насанд хүрэгчид гадаа хоол, ундаагаар дүүрэн ширээний эргэн тойронд цугларчээ.
43390068.jpg|0|A man and a woman standing on a landing between flights of stairs with a plate in the hands of the woman .|Эмэгтэй хүний гарт тавагтай, шат дамжих хооронд газардах газар зогсож буй эрэгтэй, эмэгтэй .
4339049202.jpg|0|A group of people gather around a statue in a yellow room with a black and white floor .|Хар цагаан шалтай шар өрөөнд хэсэг хүмүүс хөшөөний дэргэд цугларч байна .
4339049338.jpg|0|A bunch of kids are sitting on a ledge at a cemetery .|Оршуулгын газрын дэнж дээр бөөн хүүхдүүд сууж байна.
4340031884.jpg|0|Two middle Eastern men spending time together and take a photo in a mirror .|Ойрод Дорнодын хоёр эр хамтдаа цагийг өнгөрөөж, толинд зургаа авахуулж байна.
43400872.jpg|0|A girl in a pink rocker outfit singing with 3 other people playing guitar .|Ягаан рокер хувцастай охин 3 хүнтэй гитар тоглож байна.
434035725.jpg|0|A man is sitting at a table pointing while two females look at him .|Эр хүн ширээний ард сууж байхад хоёр эмэгтэй түүн рүү харж байна.
434039163.jpg|0|A woman is standing in the middle of the sidewalk at night .|Шөнө явган хүний замын голд нэгэн эмэгтэй зогсож байна .
434094589.jpg|0|Three people in the ocean with a net catching or releasing something .|Далайд тор барьсан гурван хүн ямар нэг юм барьж эсвэл суллаж байна .
434171515.jpg|0|A group of young men and women chat and observe the menu at a fancy restaurant .|Хэсэг залуус, охид бүсгүйчүүд чадан , тансаг ресторанд цэс үзэж байна .
4341820422.jpg|0|A young man in jeans and tennis shoes lies down on an upholstered bench with a backpack still strapped to his back .|Жинс, теннисний гутал өмссөн залуу аравчтай вандан сандал дээр нуруундаа үүргэвчтэй хэвээр хэвтэж байна.
4342243157.jpg|0|A young man in a gray shirt hovers over his beer bottle and Guinness glass pulling green things out of his beard .|Саарал цамцтай залуу шар айрагны шил болон Гиннесийн шилний дээгүүр эргэлдэж, сахалаасаа ногоон зүйл сугалж байна.
43426408.jpg|0|Several young men are leaning against a building while standing on a board that is being held by barrels and bricks .|Хэдэн залуус торх, тоосгоор бариулсан самбар дээр зогсоход барилга налан зогсож байна.
4342751870.jpg|0|The thin , older man wearing an orange-striped shirt and gray pants carries his tools on a vintage gray bicycle and rests for a moment by the corrugated building .|Улбар шар судалтай цамц, саарал өмд өмссөн туранхай, хөгшин эр хуучин саарал унадаг дугуй дээр багаж хэрэгслээ үүрч, Атираат байшингийн дэргэд хэсэг зуур амарч байна.
4342753575.jpg|0|Two people are singing while one of them is playing a guitar|Нэг нь гитар тоглож байхад хоёр хүн дуулж байна
4343682191.jpg|0|Here is a picture of a young man with sunglasses on is sitting on a chair and looking through photo albums .|Нарны шил зүүсэн залуу сандал дээр суугаад зургийн цомгоо үзэж буй зураг байна.
4344231645.jpg|0|A woman with long brown hair plays an instrument and sings into a microphone .|Урт бор үстэй эмэгтэй хөгжмийн зэмсэг тоглож, микрофонд дуулж байна.
4344265402.jpg|0|Two men in blue and red uniforms engage in a wrestling sport out in a field .|Цэнхэр, улаан хувцастай хоёр эрэгтэй талбайд гарч бөхийн спортоор хичээллэж байна.
434433505.jpg|0|There is the bottom of a skateboard off the ground with someone in blue jeans holding it .|Тэшүүрийн ёроолд нь цэнхэр жинсэн өмд өмссөн хүн бариад байна.
4344503313.jpg|0|People wearing black and orange jacket are walking on the snowy road and head towards the same direction|Хар улбар шар өнгийн хүрэм өмссөн хүмүүс цастай замаар алхаж, нэг зүг рүү чиглэж байна.
434467651.jpg|0|Two Asian girls are weaving on large scale hand-operated looms .|Ази хоёр охин том оврын гар нэхмэлийн машин дээр нэхэж байна.
434469662.jpg|0|A bald man in a red shirt and khaki shorts buys something from a woman wearing a visor in a store .|Улаан цамц, хаки шорт өмссөн халзан эр дэлгүүрээс халхавч зүүсэн эмэгтэйгээс юм худалдаж авав.
4345676156.jpg|0|Three fishermen are on a dock area all dressed in clothes appropriate for a wet environment sorting the days catch of fish|Гурван загасчин усан онгоцны зогсоол дээр бүгд чийглэг орчинд тохирсон хувцас өмссөн загас агнуурын өдрүүдийг ангилж байна.
4346213739.jpg|0|A group of construction workers refer to a chart in the middle of roadwork .|Барилгын хэсэг ажилчид замын ажлын дундуур байгаа графикаас харна.
434642339.jpg|0|A black-haired male is playing a video system on his computer while wearing a watch .|Хар үстэй эрэгтэй цаг зүүж компьютер дээрээ видео систем тоглуулж байна.
434643459.jpg|0|An old woman in a blue sweatshirt is playing piano in front of a sunny window and a vase of daffodils .|Цэнхэр цамц өмссөн хөгшин эмэгтэй нарлаг цонхны өмнө төгөлдөр хуур тоглож, гүрвэлийн ваар .
4346515394.jpg|0|An elderly Caucasian man in a black shirt and blue jeans is dancing in the street .|Гудамжинд хар цамц, цэнхэр жинсэн өмд өмссөн хөгшин кавказ эр бүжиглэж байна.
4346525054.jpg|0|Several men and women are sitting at a large conference table with a whiteboard in the background .|Цаана самбартай хурлын том ширээний ард хэдэн эрэгтэй, эмэгтэй хүмүүс сууж байна.
4346765529.jpg|0|A boy in a white shirt prepares to hit a ball thrown by a boy in a green shirt in an empty parking lot .|Цагаан цамцтай хүү хоосон зогсоол дээр ногоон цамцтай хүүгийн шидсэн бөмбөгийг цохихоор бэлтгэж байна.
4346777629.jpg|0|A man stands in a yard while holding a snow shovel and surrounded by snow .|Хүрз бариад хашаандаа цасаар хүрээлэгдсэн эрэгтэй зогсож байна.
4347441967.jpg|0|A man and a kid practicing martial arts with man other boys watching in front of a really old awesome building .|Хүүхэд, эрэгтэй хоёр бусад хөвгүүдтэй хамт тулааны урлагаар хичээллэж байна.
4347559524.jpg|0|A person dressed in black shoveling a path to the road from the stairs .|Хар хувцастай хүн шатнаас зам руу хүрзээр зам тавьж байна.
434792818.jpg|0|A man and woman look back at the camera while standing in front of a red art structure .|Эрэгтэй, эмэгтэй хоёр улаан урлагийн байгууламжийн өмнө зогсож байхдаа камер руу эргэж харав.
4348808646.jpg|0|A woman teaching a young boy how to use a pottery wheel in an art class .|Уран зургийн хичээл дээр бага насны хүүд ваарны хүрд хэрхэн ашиглахыг зааж буй эмэгтэй .
4348885877.jpg|0|A girl is splashed with water as she plays outdoors with other children .|Охин бусад хүүхдүүдтэй гадаа тоглож байхдаа ус цацаж байна.
4348999958.jpg|0|A man is on top of his vehicle that is carrying pieces of plywood .|Хэрэв фанер тээж яваа тээврийн хэрэгслийнхээ орой дээр нэгэн эрэгтэй явж байна.
4349185080.jpg|0|A young girl in a long pink floral dress and matching headscarf is walking outside and carrying two large , filled , white cloth bags , one in each hand .|Урт ягаан цэцэгтэй даашинз өмсөж, толгойдоо таарсан ороолттой залуу охин гадаа алхаж, хоёр том, дүүргэсэн цагаан даавуун уут, гартаа нэг нэгийг үүрч явна.
434932657.jpg|0|A cowboy with a black hat , blue vest and black pant riding a bucking bull with another man standing in the background for safety of the cowboy .|Хар малгай, цэнхэр хантааз, хар өмдтэй ковбой ковбойны аюулгүй байдлыг хангах үүднээс ард нь өөр хүн зогсож буй бухыг унаж байна.
4349347144.jpg|0|A skateboarder does a jump on a skateboard over a red object as a man in a khaki top and black hat videotapes him in an area that appears to be a park .|Скейтбордчин улаан зүйл дээгүүр скейтборд дээр үсэрч байгаа нь хаки оройтой, хар малгайтай хүн түүнийг цэцэрлэгт хүрээлэн мэт харагдах газарт дүрс бичлэгт буулгаж байна.
434938585.jpg|0|The little girl is wearing a black sweater and standing in front of a restaurant .|Бяцхан охин хар цамц өмсөөд рестораны урд зогсож байна.
4349523799.jpg|0|There is a woman here in a children 's room , wearing a red vest , with her hand in a fake sharks mouth .|Энд хүүхдийн өрөөнд улаан хантааз өмссөн, гараа хуурамч акулын аманд хийсэн эмэгтэй байна.
4349645417.jpg|0|Two men one wearing a black hoodie and jeans and another wearing a white shirt are seated in a classroom and high-fiving each other .|Нэг нь хар юүдэнтэй цамц, жинсэн өмд өмссөн, нөгөө нь цагаан цамц өмссөн хоёр эрэгтэй ангид сууж, бие биенээ өндөрт өргөж байна.
4349957393.jpg|0|A toddler wearing pink pants , brown jacket , blue mittens , and knitted multicolored hat holds onto a snow shovel twice her size while in the snow .|Ягаан өмд, бор хүрэм, хөх бээлий, сүлжмэл олон өнгийн малгай өмссөн бяцхан хүүхэд цасан дунд байхдаа өөрөөсөө хоёр дахин том цасан хүрз дээр барьдаг.
43499667.jpg|0|A shirtless man is holding a welding mask and standing next to a large green metal box .|Цамцгүй эр гагнуурын маск бариад том ногоон төмөр хайрцагны дэргэд зогсож байна.
43499668.jpg|0|A man in a white hat and blue shirt sorting through doll parts .|Цагаан малгай, цэнхэр цамц өмссөн эрэгтэй хүүхэлдэйний хэсгүүдийг ялгаж байна.
4350277108.jpg|0|A middle-aged man wearing a black jacket and jeans , sitting in a chair in an Ikea store , smiling and looking relaxed .|Хар хүрэм, жинсэн өмд өмссөн дунд эргэм насны эрэгтэй Ikea дэлгүүрийн сандал дээр сууж, инээмсэглэн, тайван харагдаж байна.
4350421837.jpg|0|A group of ladies walking along a sidewalk next to a blue and white wall .|Цэнхэр цагаан хананы хажууд явган хүний замаар алхаж буй хэсэг бүсгүйчүүд .
435054077.jpg|0|There are several dogs in the field where the girl with the ponytail is sitting down .|Гэгзэгтэй охины сууж байгаа хээр талд хэдэн нохой бий.
4351142771.jpg|0|Two children in a balloon that lets them walk on water , having fun on a sunny day .|Нарлаг өдөр зугаацаж, усан дээгүүр алхаж буй бөмбөлөг доторх хоёр хүүхэд.
435138556.jpg|0|There are two young sisters standing next to each other in a snowy field , and the older girl is hugging her little sister .|Цастай талбайд хоёр эгч дүүс зэрэгцэн зогсох бөгөөд том охин дүүгээ тэвэрч байна.
4351426633.jpg|0|A man wearing coat and holding a briefcase in walking on the street in winter .|Өвлийн улиралд гадуур хувцас өмсөж, цүнх барьсан эрэгтэй .
4351577560.jpg|0|Groups of people walking different directions , mostly dressed in dark blues and dressed to stay warm .|Янз бүрийн чиглэлд алхаж буй хэсэг бүлэг хүмүүс ихэвчлэн хар хөх өнгийн хувцас өмсөж, дулаан хувцасласан байдаг.
4351584075.jpg|0|Two male clowns , one in a plaid suit and the other in black , performing a musical number in a theater setting .|Театрын орчинд хөгжмийн номер тоглож буй хоёр эрэгтэй алиалагч, нэг нь дөрвөлжин хувцастай, нөгөө нь хар хувцастай.
4351584735.jpg|0|A band consisting of two males and a female perform on stage in front of a giant red heart .|Эрэгтэй, эмэгтэй хоёроос бүрдсэн хамтлаг аварга улаан зүрхний өмнө тайзан дээр тоглож байна.
4351638784.jpg|0|A sleeping baby is sucking his fingers and is wearing an asian outfit .|Унтаж байгаа хүүхэд хуруугаа хөхөж, ази хувцас өмссөн байна.
4351734575.jpg|0|A man wearing an orange suit with his face painted white is holding a guitar above his shoulder .|Нүүрээ цагаанаар будсан улбар шар өнгийн костюм өмссөн эрэгтэй мөрөн дээрээ гитар барьж байна.
4351738795.jpg|0|A band is on stage and the man behind the microphone has his hands in the air .|Тайзан дээр нэгэн хамтлаг гарч байгаа бөгөөд микрофоны ард гараа агаарт хийв.
4351764727.jpg|0|A band sings under red lights while a couple dances in the foreground .|Улаан гэрэлд хамтлаг дуулах бол хосууд урд талд бүжиглэж байна.
435190668.jpg|0|A girl wearing a light blue t-shirt and pink and brown backpack has her hand on top of her blond-hair , as she is looking at mountains covered in trees and bushes .|Цайвар цэнхэр өнгийн цамц, ягаан хүрэн үүргэвчтэй охин мод бутаар бүрхэгдсэн уулсыг хараад гараа шаргал үснийхээ дээгүүр тавьсан байна.
4352038247.jpg|0|A small child all bundled up in a brown coat , striped hat and blue scarf , playing in the snow behind his house with the sky as blue as the ocean .|Бяцхан хүүхэд бор пальто, судалтай малгай, цэнхэр ороолт өмсөж, байшингийнхаа ард цасан дээр далай шиг хөх тэнгэртэй тоглож байна.
4352209476.jpg|0|A man in blue jeans uses his jacket as a pillow as he lies on a stone bench .|Цэнхэр жинсэн өмд өмссөн эр чулуун сандал дээр хэвтэж байхдаа хүрэмээ дэр болгон ашигладаг.
4352519219.jpg|0|Two young girls with backpacks are riding a bike , passing a derelict looking building .|Үүргэвчээ үүрсэн хоёр охин дугуй унаж, эзэнгүй байшингийн хажуугаар өнгөрч байна.
4352857810.jpg|0|A woman in a black tank top and shorts listens to headphones and walks on a sidewalk next to water .|Хар цамц, шорт өмссөн эмэгтэй чихэвч сонсож, усны хажууд явган хүний замаар алхаж байна.
4352924414.jpg|0|A black man wearing a black shirt , black hat , and sunglasses puts his hands around his mouth .|Хар цамц , хар малгай , нарны шил зүүсэн хар хүн гараа амаараа ороов .
4353551949.jpg|0|"A man wearing a green shirt and blue jeans lying down next to a several big yellow tubs , with a blue building on the right side of the photo with white graffiti """" 28 """" spray painted on it ."|"Ногоон цамц, цэнхэр жинсэн өмд өмссөн эрэгтэй хэд хэдэн том шар ванны хажууд хэвтэж байгаа бөгөөд зургийн баруун талд """" 28 "" "" шүршигчээр будсан цагаан граффити бүхий цэнхэр барилгатай ."
4353702509.jpg|0|A man is a colorful geometric striped shirt is holding something in his hand while standing in a kitchen with a woman behind him .|Өнгө өнгийн геометрийн судалтай цамцтай эрэгтэй хүн гартаа ямар нэгэн зүйл атгаж, ард нь эмэгтэй хүнтэй гал тогооны өрөөнд зогсож байна.
4353792374.jpg|0|One asian woman resting her head on another asian woman 's lap with two parasols behind them .|Нэг ази эмэгтэй нөгөө ази эмэгтэйн өвөр дээр толгойгоо тавиад, ард нь хоёр шүхэр тавиад байна.
435415784.jpg|0|A baseball player is about to hit a ball while a female behind a protective screen is watching him .|Хамгаалалтын дэлгэцийн цаанаас эмэгтэй түүнийг харж байхад бейсболын тоглогч бөмбөг цохих гэж байна.
4354222843.jpg|0|A male baker dressed from head to toe in white cotton clothing rolls out a giant sheet of dough .|Толгойноосоо хөл хүртэл цагаан даавуун хувцас өмссөн эрэгтэй талхчин аварга том зуурсан гурил гаргаж байна.
4354454868.jpg|0|Two teenage girls at the bottom of an entirely white staircase are shown , as one leans against a white pillar .|Цагаан шатны доод талд байгаа өсвөр насны хоёр охиныг нэг нь цагаан баганыг налан зогсож буйг харуулжээ.
4355004220.jpg|0|A smiling man wearing a black shirt and red pants stands in front a white wall and a Christmas tree while holding a bottle of wine|Хар цамц, улаан өмд өмссөн инээмсэглэсэн эр цагаан хана, гацуур модны өмнө лонх дарс барин зогсож байна
4355004642.jpg|0|A chef and his newest creation in process , being made in an old fashioned oven .|Хуучин загварын зууханд хийсэн тогооч ба түүний хамгийн сүүлийн үеийн бүтээл.
4355306057.jpg|0|Four hunks of meat spin on a spit while a man cuts food with a knife in the background .|Дөрвөн зүсэм мах нулимж эргэлдэж байхад нэг хүн ард нь хутга барин хоол хэрчиж байна.
4356644331.jpg|0|A woman facing away from the camera is holding an infant , facing the camera , dressed in a panda suit which covers all but his face .|Камераас өөр тийшээ харсан эмэгтэй түүний нүүрнээс бусад бүх зүйлийг халхалсан панда хувцас өмссөн нялх хүүхдийг камер руу харан тэвэрч байна.
4357061908.jpg|0|An oriental young man is closely examining a small object in his hand , among two boxes on a table filled with what looks like ribbon .|Дорно дахины нэгэн залуу гартаа барьсан жижиг зүйлийг, тууз шиг зүйлээр дүүргэсэн ширээн дээрх хоёр хайрцагны дундаас сайтар шалгаж байна.
4357165525.jpg|0|An old man and a child walk together along a pathway near a building .|Хөгшин хүн, хүүхэд хоёр барилгын ойролцоох замаар хамт алхаж байна.
4357228527.jpg|0|A woman wearing a sweatshirt and jeans is at a laundry mat is putting ERA in the washing machine .|Угаалгын дэвсгэр дээр цамц, жинсэн өмд өмссөн эмэгтэй угаалгын машинд ERA хийж байна.
435739506.jpg|0|Two dogs are running towards some long grass in the scrubland .|Хоёр нохой бутлаг газар урт өвс рүү гүйж байна.
4357695000.jpg|0|A young woman , seen from the chest up , looks up and raises her arms in a dance pose .|Цээжнээс нь харсан залуу эмэгтэй дээшээ хараад гараа өргөөд бүжиглэж байна.
4357771796.jpg|0|Man in black shirt singing into microphone and playing a guitar .|Хар цамцтай эр микрофонд дуулж, гитар тоглож байна.
435802277.jpg|0|Gymnast in green and black supporting herself upside down with her arms in a split position on the parallel bar .|Ногоон хар хувцастай гимнастикчин зэрэгцээ барин дээр хоёр гараа талцуулж, дээш доош харуулан зогсож байна.
4358211815.jpg|0|A pair of men from the Vancouver Police , bike pass a black car , a bus , and some people on the street .|Ванкуверын цагдаагийн хос эрэгтэй, дугуйтай хар машин, автобус болон гудамжинд зарим хүмүүсийн хажуугаар өнгөрч байна.
4358234800.jpg|0|Two young Asian girls , one of them wearing a red shirt with a white shirt underneath and the other wearing a long-sleeved white sweater , look up and smile at the person taking their photograph .|Нэг нь доогуураа цагаан цамцтай улаан цамц, нөгөө нь урт ханцуйтай цагаан ноосон цамц өмссөн хоёр залуу ази охин гэрэл зураг авч буй хүн рүү харан инээмсэглэж байна.
435827376.jpg|0|Two people carrying various items walking down a city street .|Хотын гудамжаар янз бүрийн зүйл үүрсэн хоёр хүн алхаж байна.
4358399798.jpg|0|A teenager is holding onto a dog leash , attached to a brown dog , while also holding a sled in his other hand and a man is in the back standing next to a SUV .|Өсвөр насны хүүхэд хүрэн нохойнд уясан нохойны оосор бариад нөгөө гартаа чарга барьж, ард талд нь эрэгтэй хүн жийп машины хажууд зогсож байна.
4358650450.jpg|0|A person in a coat is shoveling a snow-covered sidewalk in front of a street corner and a parked bicycle .|Гудамжны булангийн урд цасанд дарагдсан явган хүний зам болон зогсоол дээр тавьсан дугуйг хүрзтэй хүн хүрзээр хусаж байна.
4358945591.jpg|0|A young girl with a white painted face and red umbrella stands among flower petals .|Цагаан будсан царайтай, улаан шүхэртэй залуу охин цэцгийн дэлбээний дунд зогсож байна.
435908408.jpg|0|A group of people with hats and backpacks walk down a narrow road , surrounded by grass .|Малгай үүргэвч үүрсэн хэсэг хүмүүс өвсөөр хүрээлэгдсэн нарийн замаар алхаж байна.
435966316.jpg|0|Three men wearing life jackets being lowered into the ocean from a large ship in a small orange task boat .|Аврах хантааз өмссөн гурван эрэгтэйг улбар шар өнгийн жижиг завиар том хөлөг онгоцноос далайд буулгаж байна.
4359872414.jpg|0|An African women is standing in front of a hut along with what appears to be a makeshift well .|Африк эмэгтэй овоохойн өмнө овоохойн урд зогсох бөгөөд энэ нь түр зуурын худаг юм.
4360012431.jpg|0|Two boys wearing colorful winter hats and dark coats are riding bikes and smiling at each other .|Өвлийн өнгө өнгийн малгай, хар пальто өмссөн хоёр хүү дугуй унаж, бие бие рүүгээ инээмсэглэж байна.
436009777.jpg|0|A couple are sitting on a rock in front of a street .|Гудамжны өмнөх хадан дээр хосууд сууж байна.
436013859.jpg|0|A brown dog chasing a Frisbee , a barbecue in the background .|Фрисби хөөж байгаа бор нохой , цаана нь шарсан мах .
436015762.jpg|0|A man walks past a red building with a fake rocket attached to it .|Хуурамч пуужин бэхэлсэн улаан барилгын хажуугаар нэгэн эр алхаж байна.
4360337403.jpg|0|a man is climbing a wall with blue , orange and purple pegs in it .|хөх, улбар шар, нил ягаан өнгийн шонтой хананд нэгэн эрэгтэй авирч байна.
4360622935.jpg|0|Two adults at a table eating chips pickles and hamburgers .|Хоёр том хүн ширээн дээр чипс даршилсан ногоо, гамбургер идэж байна.
4360892902.jpg|0|A man wearing a white cap and a long orange jacket looking downwards while standing in front of a rock wall .|Цагаан малгай, урт улбар шар хүрэм өмссөн эрэгтэй хадны хананы өмнө доошоо харж зогсож байна.
4360907086.jpg|0|The man in the orange outfit is about to throw a javelin .|Улбар шар хувцастай эр жад шидэх гэж байна.
